,course_len,turn,weather,race_type,ground_state,date,class,race_num,day,kai,prize,horse_id,jockey_id,bracket_num,horse_num,weight_carry,sex,age,odds,rank,month_sin,month_cos,n_horses,breeder_id,birthday,owner_id,trainer_id,p_rece_num_1R,p_remark_1R,p_order_1R,p_first_corner_1R,p_final_corner_1R,p_first_to_rank_1R,p_first_to_final_1R,p_final_to_rank_1R,p_last3F_1R,p_time_idx_1R,p_ground_state_idx_1R,p_rece_num_2R,p_remark_2R,p_order_2R,p_first_corner_2R,p_final_corner_2R,p_first_to_rank_2R,p_first_to_final_2R,p_final_to_rank_2R,p_last3F_2R,p_time_idx_2R,p_ground_state_idx_2R,p_rece_num_3R,p_remark_3R,p_order_3R,p_first_corner_3R,p_final_corner_3R,p_first_to_rank_3R,p_first_to_final_3R,p_final_to_rank_3R,p_last3F_3R,p_time_idx_3R,p_ground_state_idx_3R,interval
201701010102,10.0,0.0,0,1,0,2017-07-29,1.0,2,1,1,500.0,4956,26,8,11,54.0,1,3,49.6,0,-0.431672852473784,-0.9020302369860707,12,1538,20140309.0,1372,100,2.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,36.6,52.0,-9.0,3.0,0.0,11.0,6.0,5.0,-5.0,1.0,-6.0,37.8,63.0,-10.0,1.0,0.0,4.0,7.0,7.0,3.0,0.0,3.0,38.1,66.0,0.0,13.0
201701010102,10.0,0.0,0,1,0,2017-07-29,1.0,2,1,1,500.0,5873,35,8,12,54.0,1,3,5.6,5,-0.431672852473784,-0.9020302369860707,12,1288,20140519.0,1680,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,6383,62,1,1,56.0,0,3,74.3,0,-0.431672852473784,-0.9020302369860707,12,1138,20140420.0,78,63,2.0,0.0,4.0,3.0,4.0,-1.0,-1.0,0.0,41.2,61.0,-7.0,6.0,0.0,5.0,6.0,4.0,1.0,2.0,-1.0,40.8,54.0,-5.0,6.0,0.0,7.0,7.0,9.0,0.0,-2.0,2.0,40.5,47.0,-11.0,21.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,5855,129,2,2,53.0,0,3,303.2,0,-0.431672852473784,-0.9020302369860707,12,169,20140424.0,2291,90,4.0,0.0,11.0,11.0,10.0,0.0,1.0,-1.0,40.5,47.0,3.0,4.0,0.0,11.0,11.0,10.0,0.0,1.0,-1.0,40.5,47.0,3.0,4.0,0.0,11.0,11.0,10.0,0.0,1.0,-1.0,40.5,47.0,3.0,28.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,4498,26,3,3,56.0,0,3,5.8,10,-0.431672852473784,-0.9020302369860707,12,370,20140327.0,2271,293,6.0,0.0,5.0,2.0,1.0,-3.0,1.0,-4.0,40.9,78.0,-8.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,-1.0,39.9,83.0,-7.0,6.0,0.0,4.0,2.0,1.0,-2.0,1.0,-3.0,39.3,67.0,-9.0,20.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,4911,74,4,4,56.0,0,3,7.7,0,-0.431672852473784,-0.9020302369860707,12,1487,20140425.0,862,457,2.0,0.0,3.0,5.0,2.0,2.0,3.0,-1.0,39.2,83.0,-7.0,4.0,1.0,6.0,8.0,9.0,2.0,-1.0,3.0,38.9,73.0,-4.0,4.0,0.0,8.0,1.0,1.0,-7.0,0.0,-7.0,34.9,72.0,-9.0,21.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,4135,30,5,5,56.0,0,3,13.9,5,-0.431672852473784,-0.9020302369860707,12,1326,20140318.0,2271,254,4.0,0.0,5.0,10.0,8.0,5.0,2.0,3.0,39.2,74.0,-7.0,3.0,0.0,4.0,11.0,9.0,7.0,2.0,5.0,37.6,75.0,-6.0,3.0,0.0,7.0,13.0,9.0,6.0,4.0,2.0,38.3,69.0,-2.0,20.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,7945,64,5,6,56.0,0,3,6.0,0,-0.431672852473784,-0.9020302369860707,12,405,20140305.0,525,261,2.0,0.0,2.0,5.0,4.0,3.0,1.0,2.0,38.5,67.0,-9.0,3.0,0.0,3.0,6.0,5.0,3.0,1.0,2.0,38.2,75.0,2.0,3.0,0.0,4.0,5.0,7.0,1.0,-2.0,3.0,38.1,73.0,-2.0,34.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,4278,107,6,7,53.0,1,3,185.0,0,-0.431672852473784,-0.9020302369860707,12,880,20140410.0,1545,123,2.0,0.0,9.0,11.0,13.0,2.0,-2.0,4.0,39.1,63.0,-7.0,3.0,0.0,13.0,6.0,10.0,-7.0,-4.0,-3.0,40.7,53.0,0.0,1.0,0.0,6.0,10.0,10.0,4.0,0.0,4.0,41.0,52.0,3.0,14.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,7450,177,6,8,56.0,0,3,1.9,3,-0.431672852473784,-0.9020302369860707,12,633,20140218.0,2033,95,2.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,39.3,85.0,-7.0,3.0,1.0,2.0,14.0,8.0,12.0,6.0,6.0,38.0,77.0,2.0,3.0,0.0,3.0,3.0,4.0,0.0,-1.0,1.0,38.5,72.0,-2.0,21.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,7511,6,7,9,56.0,0,3,12.8,0,-0.431672852473784,-0.9020302369860707,12,633,20140518.0,1677,188,3.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,40.1,67.0,0.0,1.0,1.0,7.0,15.0,15.0,8.0,0.0,8.0,38.0,69.0,1.0,5.0,1.0,8.0,10.0,10.0,2.0,0.0,2.0,35.2,78.0,1.0,56.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,5878,111,7,10,55.0,0,3,117.8,0,-0.431672852473784,-0.9020302369860707,12,1288,20140326.0,1972,98,3.0,0.0,6.0,10.0,7.0,4.0,3.0,1.0,40.7,58.0,-11.0,4.0,1.0,5.0,13.0,10.0,8.0,3.0,5.0,39.1,68.0,-7.0,2.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,39.3,68.0,-1.0,13.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,7819,90,8,11,56.0,0,3,41.1,0,-0.431672852473784,-0.9020302369860707,12,971,20140524.0,928,63,4.0,0.0,14.0,9.0,9.0,-5.0,0.0,-5.0,36.9,73.0,-11.0,7.0,0.0,13.0,8.0,10.0,-5.0,-2.0,-3.0,36.1,71.0,-15.0,5.0,0.0,7.0,5.0,5.0,-2.0,0.0,-2.0,38.1,76.0,31.0,27.0
201701010103,24.0,0.0,0,1,0,2017-07-29,1.0,3,1,1,500.0,7512,224,8,12,56.0,0,3,13.8,0,-0.431672852473784,-0.9020302369860707,12,633,20140221.0,1744,233,4.0,1.0,14.0,17.0,18.0,3.0,-1.0,4.0,35.3,79.0,-12.0,4.0,0.0,13.0,15.0,11.0,2.0,4.0,-2.0,34.7,78.0,-12.0,5.0,0.0,7.0,3.0,3.0,-4.0,0.0,-4.0,36.0,64.0,0.0,35.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,5161,177,1,1,56.0,0,3,7.4,0,-0.431672852473784,-0.9020302369860707,12,202,20140406.0,408,278,4.0,0.0,4.0,2.0,2.0,-2.0,0.0,-2.0,40.1,76.0,-7.0,4.0,0.0,7.0,3.0,3.0,-4.0,0.0,-4.0,40.4,66.0,-7.0,2.0,0.0,7.0,11.0,5.0,4.0,6.0,-2.0,40.1,67.0,-4.0,14.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,6964,80,2,2,54.0,1,3,23.3,0,-0.431672852473784,-0.9020302369860707,12,516,20140203.0,941,292,3.0,1.0,13.0,17.0,16.0,4.0,1.0,3.0,34.9,71.0,-15.0,2.0,1.0,6.0,3.0,4.0,-3.0,-1.0,-2.0,39.5,64.0,-4.0,1.0,1.0,6.0,8.0,4.0,2.0,4.0,-2.0,39.1,77.0,-4.0,13.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,5889,111,3,3,55.0,0,3,19.5,0,-0.431672852473784,-0.9020302369860707,12,653,20140417.0,2336,154,6.0,1.0,7.0,12.0,8.0,5.0,4.0,1.0,39.8,73.0,-8.0,4.0,1.0,3.0,16.0,14.0,13.0,2.0,11.0,37.9,83.0,-4.0,2.0,1.0,7.0,13.0,14.0,6.0,-1.0,7.0,39.8,67.0,-5.0,20.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,6708,112,4,4,55.0,0,3,158.2,0,-0.431672852473784,-0.9020302369860707,12,904,20140426.0,574,63,4.0,0.0,7.0,12.0,9.0,5.0,3.0,2.0,38.4,64.0,-28.0,7.0,0.0,9.0,11.0,12.0,2.0,-1.0,3.0,35.9,80.0,-14.0,4.0,1.0,10.0,15.0,11.0,5.0,4.0,1.0,35.4,80.0,-13.0,7.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,4104,122,5,5,55.0,0,3,79.8,0,-0.431672852473784,-0.9020302369860707,12,1326,20140414.0,275,126,3.0,0.0,14.0,16.0,15.0,2.0,1.0,1.0,39.6,48.0,-2.0,5.0,1.0,9.0,10.0,8.0,1.0,2.0,-1.0,36.7,42.0,-9.0,5.0,1.0,9.0,10.0,8.0,1.0,2.0,-1.0,36.7,42.0,-9.0,48.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,5732,35,5,6,54.0,1,3,1.6,5,-0.431672852473784,-0.9020302369860707,12,1418,20140403.0,1134,80,3.0,0.0,4.0,3.0,3.0,-1.0,0.0,-1.0,39.3,71.0,-10.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,39.2,83.0,-4.0,1.0,0.0,2.0,1.0,1.0,-1.0,0.0,-1.0,37.5,83.0,2.0,56.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,4282,129,6,7,51.0,1,3,20.3,3,-0.431672852473784,-0.9020302369860707,12,880,20140427.0,461,254,2.0,1.0,5.0,7.0,8.0,2.0,-1.0,3.0,38.9,76.0,-7.0,1.0,0.0,11.0,3.0,7.0,-8.0,-4.0,-4.0,39.1,49.0,2.0,1.0,1.0,5.0,11.0,11.0,6.0,0.0,6.0,38.2,72.0,-2.0,28.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,5347,224,6,8,56.0,0,3,10.1,10,-0.431672852473784,-0.9020302369860707,12,683,20140303.0,2190,208,3.0,1.0,8.0,10.0,7.0,2.0,3.0,-1.0,38.8,72.0,1.0,3.0,0.0,5.0,4.0,5.0,-1.0,-1.0,0.0,38.5,77.0,-4.0,3.0,0.0,3.0,5.0,4.0,2.0,1.0,1.0,40.6,72.0,12.0,49.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,4310,167,7,9,56.0,0,3,21.5,0,-0.431672852473784,-0.9020302369860707,12,574,20140412.0,467,63,4.0,0.0,10.0,4.0,7.0,-6.0,-3.0,-3.0,41.8,64.0,-7.0,2.0,3.0,8.0,6.0,3.0,-2.0,3.0,-5.0,40.1,61.0,6.0,3.0,0.0,4.0,3.0,2.0,-1.0,1.0,-2.0,41.3,64.0,-7.0,35.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,4366,6,7,10,56.0,0,3,111.3,0,-0.431672852473784,-0.9020302369860707,12,267,20140417.0,862,265,4.0,0.0,10.0,1.0,6.0,-9.0,-5.0,-4.0,41.7,54.0,-7.0,4.0,0.0,12.0,9.0,10.0,-3.0,-1.0,-2.0,35.5,81.0,-17.0,2.0,0.0,17.0,2.0,16.0,-15.0,-14.0,-1.0,38.9,63.0,-8.0,20.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,6795,26,8,11,56.0,0,3,5.5,0,-0.431672852473784,-0.9020302369860707,12,99,20140309.0,612,295,4.0,0.0,2.0,6.0,3.0,4.0,3.0,1.0,39.7,78.0,-7.0,2.0,0.0,5.0,3.0,3.0,-2.0,0.0,-2.0,40.2,76.0,-5.0,1.0,1.0,7.0,8.0,8.0,1.0,0.0,1.0,38.3,64.0,-4.0,14.0
201701010104,17.0,0.0,1,1,0,2017-07-29,1.0,4,1,1,500.0,7789,97,8,12,54.0,1,3,55.3,0,-0.431672852473784,-0.9020302369860707,12,1499,20140515.0,1348,292,4.0,1.0,5.0,15.0,10.0,10.0,5.0,5.0,38.2,68.0,3.0,1.0,1.0,8.0,16.0,16.0,8.0,0.0,8.0,37.1,62.0,0.0,2.0,0.0,7.0,15.0,15.0,8.0,0.0,8.0,35.9,71.0,-2.0,28.0
201701010105,15.0,0.0,1,0,0,2017-07-29,0.0,5,1,1,700.0,8752,167,1,1,54.0,0,2,6.8,5,-0.431672852473784,-0.9020302369860707,9,199,20150303.0,2110,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010105,15.0,0.0,1,0,0,2017-07-29,0.0,5,1,1,700.0,12318,25,2,2,54.0,1,2,2.1,3,-0.431672852473784,-0.9020302369860707,9,523,20150314.0,1329,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010105,15.0,0.0,1,0,0,2017-07-29,0.0,5,1,1,700.0,9108,122,3,3,53.0,0,2,65.9,0,-0.431672852473784,-0.9020302369860707,9,1331,20150201.0,2315,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010105,15.0,0.0,1,0,0,2017-07-29,0.0,5,1,1,700.0,9426,224,4,4,54.0,1,2,5.8,0,-0.431672852473784,-0.9020302369860707,9,386,20150401.0,1372,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010105,15.0,0.0,1,0,0,2017-07-29,0.0,5,1,1,700.0,9700,30,5,5,54.0,1,2,35.5,0,-0.431672852473784,-0.9020302369860707,9,671,20150324.0,121,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010105,15.0,0.0,1,0,0,2017-07-29,0.0,5,1,1,700.0,11790,112,6,6,53.0,0,2,95.0,0,-0.431672852473784,-0.9020302369860707,9,745,20150328.0,359,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010105,15.0,0.0,1,0,0,2017-07-29,0.0,5,1,1,700.0,12386,11,7,7,54.0,0,2,24.6,0,-0.431672852473784,-0.9020302369860707,9,1298,20150329.0,1517,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010105,15.0,0.0,1,0,0,2017-07-29,0.0,5,1,1,700.0,9144,177,8,8,54.0,0,2,4.0,10,-0.431672852473784,-0.9020302369860707,9,1331,20150209.0,36,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010105,15.0,0.0,1,0,0,2017-07-29,0.0,5,1,1,700.0,8425,80,8,9,54.0,0,2,16.2,0,-0.431672852473784,-0.9020302369860707,9,1262,20150415.0,2091,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701010106,20.0,0.0,1,0,0,2017-07-29,1.0,6,1,1,500.0,4435,30,1,1,54.0,1,3,43.9,0,-0.431672852473784,-0.9020302369860707,16,460,20140504.0,1192,424,7.0,0.0,5.0,8.0,6.0,3.0,2.0,1.0,35.5,89.0,-14.0,4.0,0.0,11.0,10.0,13.0,-1.0,-3.0,2.0,35.1,85.0,-17.0,6.0,0.0,6.0,11.0,11.0,5.0,0.0,5.0,35.1,69.0,-24.0,21.0
201701010106,20.0,0.0,1,0,0,2017-07-29,1.0,6,1,1,500.0,6750,122,1,2,55.0,0,3,8.2,3,-0.431672852473784,-0.9020302369860707,16,480,20140418.0,524,144,6.0,0.0,6.0,5.0,2.0,-1.0,3.0,-4.0,37.0,80.0,5.0,5.0,1.0,3.0,8.0,6.0,5.0,2.0,3.0,37.4,83.0,-3.0,5.0,1.0,4.0,18.0,15.0,14.0,3.0,11.0,35.5,86.0,2.0,77.0
201701010106,20.0,0.0,1,0,0,2017-07-29,1.0,6,1,1,500.0,5730,6,2,3,54.0,1,3,53.7,0,-0.431672852473784,-0.9020302369860707,16,1418,20140228.0,54,198,3.0,0.0,12.0,1.0,1.0,-11.0,0.0,-11.0,36.4,75.0,-13.0,4.0,1.0,8.0,15.0,15.0,7.0,0.0,7.0,34.7,87.0,-17.0,3.0,0.0,7.0,2.0,2.0,-5.0,0.0,-5.0,35.8,76.0,-8.0,20.0
201701010106,20.0,0.0,1,0,0,2017-07-29,1.0,6,1,1,500.0,7121,224,2,4,54.0,1,3,4.2,0,-0.431672852473784,-0.9020302369860707,16,648,20140416.0,754,99,6.0,0.0,7.0,3.0,2.0,-4.0,1.0,-5.0,34.7,83.0,-16.0,3.0,0.0,5.0,4.0,4.0,-1.0,0.0,-1.0,35.4,79.0,-8.0,4.0,0.0,3.0,3.0,5.0,0.0,-2.0,2.0,33.7,72.0,-12.0,35.0
201701010106,20.0,0.0,1,0,0,2017-07-29,1.0,6,1,1,500.0,6285,87,3,5,56.0,0,3,20.5,0,-0.431672852473784,-0.9020302369860707,16,391,20140430.0,1874,427,6.0,0.0,4.0,15.0,10.0,11.0,5.0,6.0,37.1,81.0,1.0,4.0,1.0,12.0,12.0,13.0,0.0,-1.0,1.0,34.6,70.0,-8.0,4.0,1.0,6.0,16.0,14.0,10.0,2.0,8.0,34.0,89.0,-11.0,13.0
201701010106,20.0,0.0,1,0,0,2017-07-29,1.0,6,1,1,500.0,6737,74,3,6,54.0,1,3,157.5,0,-0.431672852473784,-0.9020302369860707,16,522,20140307.0,918,198,3.0,1.0,13.0,14.0,13.0,1.0,1.0,0.0,34.5,69.0,-15.0,3.0,1.0,13.0,14.0,13.0,1.0,1.0,0.0,34.5,69.0,-15.0,3.0,1.0,13.0,14.0,13.0,1.0,1.0,0.0,34.5,69.0,-15.0,21.0
201701010106,20.0,0.0,1,0,0,2017-07-29,1.0,6,1,1,500.0,4088,111,4,7,53.0,1,3,273.2,0,-0.431672852473784,-0.9020302369860707,16,1281,20140222.0,549,254,2.0,0.0,14.0,1.0,1.0,-13.0,0.0,-13.0,37.2,60.0,-11.0,1.0,3.0,13.0,16.0,15.0,3.0,1.0,2.0,41.2,40.0,-7.0,4.0,0.0,17.0,10.0,11.0,-7.0,-1.0,-6.0,36.3,57.0,-6.0,27.0
